iter	Passed	Remaining
591	17234	11877
592	17264	11848
593	17289	11817
594	17313	11785
595	17339	11753
596	17364	11721
597	17390	11690
598	17420	11661
599	17449	11632
600	17473	11600
601	17500	11570
602	17525	11538
603	17551	11507
604	17577	11476
605	17602	11444
606	17630	11414
607	17654	11382
608	17682	11352
609	17705	11319
610	17730	11288
611	17752	11254
612	17778	11224
613	17801	11191
614	17826	11159
615	17860	11133
616	17911	11118
617	17954	11098
618	17986	11070
619	18015	11041
620	18044	11012
621	18074	10983
622	18104	10955
623	18133	10926
624	18162	10897
625	18190	10868
626	18216	10837
627	18244	10807
628	18273	10778
629	18301	10748
630	18326	10717
631	18351	10685
632	18378	10655
633	18408	10626
634	18434	10596
635	18462	10566
636	18495	10539
637	18525	10511
638	18552	10481
639	18577	10449
640	18602	10418
641	18629	10388
642	18657	10358
643	18682	10327
644	18712	10299
645	18741	10269
646	18774	10243
647	18804	10214
648	18837	10187
649	18871	10161
650	18905	10135
651	18941	10109
652	18972	10081
653	19005	10054
654	19042	10030
655	19079	10005
656	19113	9978
657	19149	9953
658	19190	9930
659	19225	9904
660	19258	9877
661	19295	9851
662	19326	9823
663	19358	9795
664	19391	9768
665	19421	9740
666	19454	9712
667	19490	9686
668	19523	9659
669	19553	9630
670	19583	9602
671	19615	9574
672	19648	9546
673	19682	9519
674	19713	9491
675	19744	9463
676	19770	9432
677	19800	9403
678	19834	9376
679	19864	9348
680	19892	9317
681	19919	9288
682	19947	9257
683	19976	9228
684	20005	9199
685	20038	9172
686	20071	9144
687	20103	9116
688	20135	9088
689	20162	9058
690	20190	9028
691	20219	8999
692	20256	8973
693	20289	8946
694	20320	8917
695	20355	8890
696	20381	8860
697	20406	8829
698	20433	8799
699	20461	8769
700	20488	8738
701	20515	8708
702	20542	8678
703	20569	8648
704	20599	8619
705	20626	8589
706	20655	8559
707	20687	8532
708	20719	8503
709	20747	8474
710	20773	8443
711	20801	8414
712	20829	8384
713	20855	8353
714	20886	8325
715	20915	8295
716	20941	8265
717	20965	8234
718	20993	8204
719	21020	8174
720	21064	8151
721	21095	8122
722	21125	8093
723	21154	8064
724	21183	8035
725	21209	8004
726	21234	7974
727	21264	7945
728	21303	7919
729	21331	7889
730	21361	7860
731	21388	7830
732	21418	7801
733	21452	7774
734	21491	7748
735	21528	7722
736	21563	7694
737	21596	7667
738	21628	7638
739	21658	7609
740	21687	7580
741	21720	7552
742	21752	7523
743	21784	7495
744	21817	7467
745	21848	7439
746	21876	7409
747	21911	7381
748	21950	7355
749	21979	7326
750	22008	7297
751	22034	7266
752	22064	7237
753	22096	7209
754	22128	7180
755	22157	7151
756	22183	7120
757	22227	7096
758	22259	7067
759	22286	7037
760	22314	7007
761	22338	6977
762	22364	6946
763	22390	6916
764	22418	6886
765	22444	6856
766	22469	6825
767	22497	6796
768	22527	6767
769	22553	6736
770	22579	6706
771	22607	6676
772	22635	6647
773	22662	6617
774	22691	6587
775	22720	6558
776	22747	6528
777	22772	6498
778	22794	6466
779	22823	6437
780	22850	6407
781	22876	6377
782	22902	6347
783	22926	6316
784	22953	6286
785	22976	6255
786	23004	6226
787	23031	6196
788	23057	6166
789	23084	6136
790	23114	6107
791	23141	6077
792	23169	6048
793	23196	6018
794	23222	5988
795	23250	5958
796	23282	5930
797	23311	5900
798	23339	5871
799	23363	5840
800	23387	5810
801	23414	5780
802	23438	5750
803	23469	5721
804	23496	5691
805	23521	5661
806	23550	5632
807	23580	5603
808	23605	5573
809	23635	5544
810	23666	5515
811	23701	5487
812	23730	5458
813	23760	5429
814	23788	5399
815	23818	5370
816	23848	5341
817	23878	5312
818	23913	5284
819	23952	5257
820	23984	5229
821	24011	5199
822	24042	5170
823	24074	5142
824	24104	5113
825	24133	5083
826	24162	5054
827	24193	5025
828	24219	4995
829	24246	4966
830	24273	4936
831	24301	4907
832	24335	4878
833	24368	4850
834	24394	4820
835	24419	4790
836	24442	4760
837	24466	4729
838	24490	4699
839	24521	4670
840	24551	4641
841	24580	4612
842	24607	4582
843	24632	4552
844	24655	4522
845	24682	4493
846	24708	4463
847	24739	4434
848	24765	4404
849	24791	4374
850	24819	4345
851	24847	4316
852	24872	4286
853	24895	4256
854	24919	4226
855	24949	4197
856	24978	4167
857	25009	4139
858	25034	4109
859	25058	4079
860	25083	4049
861	25113	4020
862	25149	3992
863	25180	3963
864	25209	3934
865	25239	3905
866	25267	3876
867	25294	3846
868	25318	3816
869	25342	3786
870	25369	3757
871	25395	3727
872	25425	3698
873	25453	3669
874	25482	3640
875	25510	3611
876	25555	3584
877	25587	3555
878	25613	3525
879	25642	3496
880	25672	3467
881	25699	3438
882	25724	3408
883	25756	3379
884	25787	3350
885	25811	3321
886	25838	3291
887	25864	3262
888	25888	3232
889	25915	3203
890	25940	3173
891	25967	3143
892	25993	3114
893	26018	3084
894	26045	3055
895	26076	3026
896	26106	2997
897	26135	2968
898	26168	2939
899	26202	2911
900	26235	2882
901	26269	2854
902	26300	2825
903	26334	2796
904	26366	2767
905	26399	2739
906	26431	2710
907	26461	2681
908	26493	2652
909	26524	2623
910	26550	2593
911	26578	2564
912	26604	2535
913	26633	2505
914	26657	2476
915	26681	2446
916	26709	2417
917	26736	2388
918	26761	2358
919	26789	2329
920	26818	2300
921	26846	2271
922	26873	2241
923	26902	2212
924	26928	2183
925	26957	2154
926	26989	2125
927	27020	2096
928	27045	2066
929	27070	2037
930	27092	2007
931	27118	1978
932	27146	1949
933	27170	1919
934	27196	1890
935	27223	1861
936	27250	1832
937	27290	1803
938	27317	1774
939	27345	1745
940	27374	1716
941	27407	1687
942	27437	1658
943	27464	1629
944	27489	1599
945	27514	1570
946	27541	1541
947	27567	1512
948	27601	1483
949	27630	1454
950	27660	1425
951	27686	1395
952	27714	1366
953	27739	1337
954	27767	1308
955	27795	1279
956	27821	1250
957	27850	1221
958	27877	1191
959	27903	1162
960	27929	1133
961	27955	1104
962	27982	1075
963	28026	1046
964	28059	1017
965	28091	988
966	28123	959
967	28152	930
968	28187	901
969	28218	872
970	28245	843
971	28274	814
972	28299	785
973	28326	756
974	28355	727
975	28382	697
976	28406	668
977	28432	639
978	28464	610
979	28493	581
980	28523	552
981	28554	523
982	28587	494
983	28623	465
984	28657	436
985	28695	407
986	28728	378
987	28757	349
988	28790	320
989	28825	291
990	28860	262
991	28894	233
992	28928	203
993	28962	174
994	28994	145
995	29030	116
996	29061	87
997	29089	58
998	29121	29
999	29153	0
