iter	RMSE
447	1382.181704
448	1377.703925
449	1374.797048
450	1370.525469
451	1367.946218
452	1367.664233
453	1367.577213
454	1367.280966
455	1367.187428
456	1367.016211
457	1366.735442
458	1366.646773
459	1366.559083
460	1366.480522
461	1365.537648
462	1363.086583
463	1362.172511
464	1361.273853
465	1360.42233
466	1359.615245
467	1358.850096
468	1358.124553
469	1357.436443
470	1357.14805
471	1356.501201
472	1356.240915
473	1355.430121
474	1355.189919
475	1354.548527
476	1354.270357
477	1354.131947
478	1353.925981
479	1353.795218
480	1353.531621
481	1353.337652
482	1353.062338
483	1352.795572
484	1352.721324
485	1352.476572
486	1352.406338
487	1352.16802
488	1352.101518
489	1351.877538
490	1351.670344
491	1351.607481
492	1351.547856
493	1351.470827
494	1351.268114
495	1351.211587
496	1347.899971
497	1345.467501
498	1343.155262
499	1340.957323
500	1340.368307
501	1339.418428
502	1337.326703
503	1336.51599
504	1335.908025
505	1335.332563
506	1335.082247
507	1334.512586
508	1334.275259
509	1332.282338
510	1331.74987
511	1331.208342
512	1330.982412
513	1330.764786
514	1330.259706
515	1329.495014
516	1329.016763
517	1324.991575
518	1323.086671
519	1322.873476
520	1321.372111
521	1319.55911
522	1317.835888
523	1317.137391
524	1316.638943
525	1316.143323
526	1315.935632
527	1315.745399
528	1315.551397
529	1315.347291
530	1315.159885
531	1315.104757
532	1315.031199
533	1314.432041
534	1314.366573
535	1311.492174
536	1311.410968
537	1309.76484
538	1307.244848
539	1305.221552
540	1303.906428
541	1303.454219
542	1303.026093
543	1302.641115
544	1302.45781
545	1302.387482
546	1301.931865
547	1299.211724
548	1296.457456
549	1295.028851
550	1293.684529
551	1293.245325
552	1293.18549
553	1292.781596
554	1292.597864
555	1292.53302
556	1289.919476
557	1288.650691
558	1288.616309
559	1288.253448
560	1285.955909
561	1282.009036
562	1280.931108
563	1277.170288
564	1276.023932
565	1275.008102
566	1274.59401
567	1273.383286
568	1272.96172
569	1272.561886
570	1272.385017
571	1272.351957
572	1271.373373
573	1269.489784
574	1268.092626
575	1267.921259
576	1265.880922
577	1264.210861
578	1263.62496
579	1263.471853
580	1263.440636
581	1263.37822
582	1262.139096
583	1262.109731
584	1260.626148
585	1260.480639
586	1259.585569
587	1258.577103
588	1257.622099
589	1257.066686
590	1256.682341
591	1256.543738
592	1256.375231
593	1256.29163
594	1256.236761
595	1255.920656
596	1253.424712
597	1252.262599
598	1252.234742
599	1251.327838
600	1251.1948
601	1251.115759
602	1250.256413
603	1250.096785
604	1249.917149
605	1249.842947
606	1248.737195
607	1247.921774
608	1247.476477
609	1247.130228
610	1246.77907
611	1246.652608
612	1244.265891
613	1243.93218
614	1243.777095
615	1243.400444
616	1242.978325
617	1242.58161
618	1242.208444
619	1242.088884
620	1241.927422
621	1241.694654
622	1241.554197
623	1241.506959
624	1239.232733
625	1238.17447
626	1237.396732
627	1236.65948
628	1235.960526
629	1235.610064
630	1235.324127
631	1235.209789
632	1233.408924
633	1232.063921
634	1231.399112
635	1230.768708
636	1229.950845
637	1229.618978
638	1229.326873
639	1229.221938
640	1228.944612
641	1228.842913
642	1228.708316
643	1228.498032
644	1226.317016
645	1225.343363
646	1225.031877
647	1224.449251
648	1222.372513
649	1221.822158
650	1221.274974
651	1220.036021
652	1219.541143
653	1219.073982
654	1216.086122
655	1215.643804
656	1215.225917
657	1214.830975
658	1214.412967
659	1212.425853
660	1212.146513
661	1209.368805
662	1205.740296
663	1203.113558
664	1202.915597
665	1199.444733
666	1196.937482
667	1195.272301
668	1194.913636
669	1194.574661
670	1194.209953
671	1190.892138
672	1188.495111
673	1186.215182
674	1185.908594
675	1182.737813
676	1179.723728
677	1178.142841
678	1177.566346
679	1177.274377
680	1176.954716
681	1176.766002
682	1173.886193
683	1171.146319
684	1170.194097
685	1169.929895
686	1167.320514
687	1165.116827
688	1164.209041
689	1163.916083
690	1161.426431
691	1159.323438
692	1156.950896
693	1154.946817
694	1154.400907
695	1153.287284
696	1152.768845
697	1152.387442
698	1150.121658
699	1148.209261
700	1145.97389
701	1144.151655
702	1142.418685
703	1140.771027
704	1139.901173
705	1139.589818
706	1137.522158
707	1137.249469
708	1137.063943
709	1135.096617
710	1133.580203
711	1133.061495
712	1132.574355
713	1132.330971
714	1130.455587
715	1130.206239
716	1128.4226
717	1126.838374
718	1126.431639
719	1126.328316
720	1126.228034
721	1125.874127
722	1124.174357
723	1122.664613
724	1121.826465
725	1121.657123
726	1120.037169
727	1119.240947
728	1118.951975
729	1118.853386
730	1118.397203
731	1118.303568
732	1116.760992
733	1116.228409
734	1114.761265
735	1113.313598
736	1111.865953
737	1111.564016
738	1111.24058
739	1109.841436
740	1109.578024
741	1108.900668
742	1107.539122
743	1107.288541
744	1106.810139
745	1106.532939
746	1106.359157
747	1106.273937
748	1106.053746
749	1105.896345
750	1105.443391
751	1104.108011
752	1103.869774
753	1102.600193
754	1102.088097
755	1102.032926
756	1101.955887
757	1099.892308
758	1099.840075
759	1098.630329
760	1097.34144
761	1096.985059
762	1096.917322
763	1095.478693
764	1095.38566
765	1094.232465
766	1091.160974
767	1089.790046
768	1088.523533
769	1088.434952
770	1087.333113
771	1085.498939
772	1083.755222
773	1082.529432
774	1082.258913
775	1082.04207
776	1081.836353
777	1081.555467
778	1081.480952
779	1081.431949
780	1080.379047
781	1078.714941
782	1077.559609
783	1077.363085
784	1077.165049
785	1076.822249
786	1076.531485
787	1076.395436
788	1076.050567
789	1075.045919
790	1073.827419
791	1073.639573
792	1072.995475
793	1071.40492
794	1069.893119
795	1069.101503
796	1068.350638
797	1068.161548
798	1067.834826
799	1067.763035
800	1067.740052
801	1067.693802
802	1066.732308
803	1066.28157
804	1066.102036
805	1065.548959
806	1065.345745
807	1065.154561
808	1064.844689
809	1064.531247
810	1064.162117
811	1063.819347
812	1063.750808
813	1063.69086
814	1062.774797
815	1061.351983
816	1060.250218
817	1060.080563
818	1059.785581
819	1059.487803
820	1059.167196
821	1059.101713
822	1058.262233
823	1057.980558
824	1057.68144
825	1057.404092
826	1056.974059
827	1056.707497
828	1056.445161
829	1056.193146
830	1055.954918
831	1055.729591
832	1055.516357
833	1055.314481
834	1055.157356
835	1055.135233
836	1055.05181
837	1054.991703
838	1054.114595
839	1054.032601
840	1053.840805
841	1053.699182
842	1052.86525
843	1052.66971
844	1052.612443
845	1051.250026
846	1050.52693
847	1049.503295
848	1048.85317
849	1048.693984
850	1048.076641
851	1047.710784
852	1047.428307
853	1047.373748
854	1046.577122
855	1046.555866
856	1046.287893
857	1046.104366
858	1045.917756
859	1045.865807
860	1045.806609
861	1045.084838
862	1043.78201
863	1042.735117
864	1042.557817
865	1041.760975
866	1041.586372
867	1041.420945
868	1041.243234
869	1041.074796
870	1040.893013
871	1040.678566
872	1040.521525
873	1040.372684
874	1040.231583
875	1040.10035
876	1040.022454
877	1039.89796
878	1039.767119
879	1039.005197
880	1038.117058
881	1037.964571
882	1037.40225
883	1036.788895
884	1036.673988
885	1036.527285
886	1036.380973
887	1036.33304
888	1036.182028
889	1034.934724
890	1034.399517
891	1034.025526
892	1033.916069
893	1033.870457
894	1033.142945
895	1032.406032
896	1031.924455
897	1031.760464
898	1031.401303
899	1031.367046
900	1030.677206
901	1029.486629
902	1029.131318
903	1028.884301
904	1028.623447
905	1028.359657
906	1027.227154
907	1026.150774
908	1025.154447
909	1024.693582
910	1024.536788
911	1024.197868
912	1023.945714
913	1023.070069
914	1022.987175
915	1022.945504
916	1021.995267
917	1021.962442
918	1021.730003
919	1021.690444
920	1020.980856
921	1019.952454
922	1019.129606
923	1018.34998
924	1018.201244
925	1017.976946
926	1017.599361
927	1017.497269
928	1017.419544
929	1016.513467
930	1016.492078
931	1016.471791
932	1016.252219
933	1016.233013
934	1014.997669
935	1014.275525
936	1014.072714
937	1013.929933
938	1013.260268
939	1013.064945
940	1012.352448
941	1012.255117
942	1012.162944
943	1012.016922
944	1011.372804
945	1010.142178
946	1009.154803
947	1008.440454
948	1007.763077
949	1007.120606
950	1006.942858
951	1006.002599
952	1005.109397
953	1004.260888
954	1003.454832
955	1002.689103
956	1001.961687
957	1001.554961
958	1000.944326
959	1000.365023
960	999.8153922
961	998.9229936
962	998.2290611
963	997.7299784
964	997.2283489
965	996.7523171
966	996.0663474
967	995.6147059
968	995.2992878
969	995.174146
970	994.5521335
971	993.3639943
972	992.2347776
973	991.1615971
974	991.058722
975	991.0154137
976	990.8735332
977	990.2865744
978	990.1134593
979	989.0923284
980	986.5477795
981	986.1151184
982	985.636821
983	985.5689599
984	985.434064
985	985.3044417
986	984.2357009
987	983.26067
988	982.5918352
989	982.253252
990	981.5617065
991	981.4737509
992	980.4929519
993	979.5645432
994	979.398049
995	978.760552
996	978.1549781
997	977.5797346
998	977.0333085
999	976.5142629
